painting,speaker,level,sentences,радость_model1,грусть_model1,страх_model1,гнев_model1,удивление_model1,радость_model2,грусть_model2,страх_model2,гнев_model2,удивление_model2,радость_model3,грусть_model3,страх_model3,гнев_model3,удивление_model3,радость_model4,грусть_model4,страх_model4,гнев_model4,удивление_model4
Кандинский,Катя Ш.,Средний,"Это, не знаю, проникновение ВИЧ-вируса. /// Что это? /// Ну вот мне кажется, вот это типа деревья, так что остановимся, что это холмики какие-то.",1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,,,,,
Кандинский,Катя Ш.,Средний,"Я на самом деле не люблю этот стиль. /// Забыла, как он называется.. /// футуризм?",1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,,,,,
Кандинский,Катя Ш.,Средний,"Я не знаю, что изображено посередине, но мне кажется, это лес плюс эти фигурки треугольные эти типа люди. /// Наверное. /// Я правда не понимаю, что изображено посередине.",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Катя Ш.,Средний,"Я не знаю, что это такое. /// Мне кажется, люди, нет? /// Мне вот посередине..",1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,,
Кандинский,Катя Ш.,Средний,"Я правда без понятия вообще. /// Ну вот это вот солнце, вот это вот домик, вот это похоже на дирижабль, но это не дирижабль. /// Я сказала, что это люди, потому что у них что-то типа конечностей.",1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,,,,,
Кандинский,Катя Ш.,Средний,"Я правда не понимаю, что изображено посередине. /// В целом, мне кажется, это лес, холмики, какая-то дорога между ними. /// Небо?",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Катя Ш.,Средний,"Я правда не понимаю, что это, У меня ноль идей, что это может быть.А люди угадывали? /// Я правда без понятия вообще. /// Ну вот это вот солнце, вот это вот домик, вот это похоже на дирижабль, но это не дирижабль.",1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Катя Ш.,Средний,"Я сказала, что это люди, потому что у них что-то типа конечностей. /// Ну и всё. /// Блин, может, это вообще не холмики, погоди.",1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,,
Кандинский,Катя Ш.,Средний,"футуризм? /// Ну мне нравятся очень яркие цвета, преобладание синего и желтого с красным. /// Я не знаю, что изображено посередине, но мне кажется, это лес плюс эти фигурки треугольные эти типа люди.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Катя Ш.,Средний,"что это вообще? /// Вот мне просто казалось, что вот это холм раз, это холм два. /// Это дорога.",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Вот вот у них вот эти вот ножки, если такую ассоциацию делать. /// Тут еще есть круглая какая-то штука, солнце какое-то. /// Если убрать вот все эти оттенки светлые, в принципе можно сказать, что это обычный какой-то детский рисунок.",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,Вот эти вот царапины. /// Ну что это? /// Какие-то?,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Кречка,Средний,"Вот это я не понимаю, что, если это гора. /// Царапина. /// Может, молния какая-то.",1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,,,,,
Кандинский,Кречка,Средний,Глаза. /// Как в этом.. /// Гравити Фолс.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,,,,,
Кандинский,Кречка,Средний,Гравити Фолс. /// Ну и наверное это какая-то гора. /// Я не знаю.,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Гроза, молния или дождь падает в одну такую вот штуку, Но вряд ли,это гроза. /// Наверное. /// Ну мне сначала, наверное, ничего непонятно.",1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Да тут поднимается еще и круглое солнце. /// Ну правильно солнце, не вот это вот, которое мы рисовали. /// Но я не понимаю что посередине.",1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Для меня просто, если это гора, то по вот этим вот 2-3 треугольника, а один из них. /// Ну два. /// Они поднимаются в эту гору.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Если убрать вот все эти оттенки светлые, в принципе можно сказать, что это обычный какой-то детский рисунок. /// Да тут поднимается еще и круглое солнце. /// Ну правильно солнце, не вот это вот, которое мы рисовали.",2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,Как в этом.. /// Гравити Фолс. /// Ну и наверное это какая-то гора.,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Кречка,Средний,"Какие-то такие. /// Ну может это… /// Гроза, молния или дождь падает в одну такую вот штуку, Но вряд ли,это гроза.",1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Какие-то? /// Вот это я не понимаю, что, если это гора. /// Царапина.",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,Мне всегда спокойно от природы. /// Потому что… /// Ну я не знаю почему.,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,,,,,
Кандинский,Кречка,Средний,"Мне кажется он добавил вот это вот посередине вот эти царапины. /// Может она ему не понравилась. /// Может, он её нарисовал, она ему не понравилась и он такой ай херня, а потом класс.",2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Мне кажется это рисовали птичками. /// Ну то есть из-за того что царапины тут еще есть такие вот так вот налеплены какие-то штучки. /// Ну был контур кисточками, вот так вот еще что-то делали.",2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,Мне нравится такое. /// Мне кажется это рисовали птичками. /// Ну то есть из-за того что царапины тут еще есть такие вот так вот налеплены какие-то штучки.,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Может, молния какая-то. /// Ну то есть да, это какая-то природа и… /// Но царапины не понимаю почему.",1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,,,,,
Кандинский,Кречка,Средний,"Наверное. /// Ну мне сначала, наверное, ничего непонятно. /// Сначало как-то рассматриваешь детали, а сейчас, когда я подумала, что это природа, — спокойствие.",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,,,,,
Кандинский,Кречка,Средний,Не знаю что. /// Мне кажется он добавил вот это вот посередине вот эти царапины. /// Может она ему не понравилась.,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Но вот когда много чего накалякали цветов. /// Ну то есть она нескучная и в ней реально можно что-то разглядеть, что угодно. /// Ну то есть, если еще присмотреться на гору, то там какая-то…",2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,Но царапины не понимаю почему. /// Какие-то такие. /// Ну может это…,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,,,,,
Кандинский,Кречка,Средний,Но я не понимаю что посередине. /// Вот эти вот царапины. /// Ну что это?,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,,,,,
Кандинский,Кречка,Средний,"Нравится, Ну мне всегда и нравилось типа такое искусство. /// Я не помню как оно называется, я плохо в таком разбираюсь. /// Но вот когда много чего накалякали цветов.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну был контур кисточками, вот так вот еще что-то делали. /// Не знаю что. /// Мне кажется он добавил вот это вот посередине вот эти царапины.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,Ну вот тут треугольник и тут такая круглая какая-то вещь. /// Глаза. /// Как в этом..,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну два. /// Они поднимаются в эту гору. /// Вот вот у них вот эти вот ножки, если такую ассоциацию делать.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,,,,,
Кандинский,Кречка,Средний,"Ну и наверное это какая-то гора. /// Я не знаю. /// Это вот гора, это небо оттенки типа может там был закат.",1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну мне сначала, наверное, ничего непонятно. /// Сначало как-то рассматриваешь детали, а сейчас, когда я подумала, что это природа, — спокойствие. /// Мне всегда спокойно от природы.",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну может это… /// Гроза, молния или дождь падает в одну такую вот штуку, Но вряд ли,это гроза. /// Наверное.",1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Ну правильно солнце, не вот это вот, которое мы рисовали. /// Но я не понимаю что посередине. /// Вот эти вот царапины.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну радость. /// У меня всегда хорошие эмоции, мне нравятся такие картины. /// Ну я почему-то, когда-то отворачивала, вот здесь увидела кузнечика.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,Ну сейчас ты повернула и его нет. /// Эллюминатор. /// Ну вот тут треугольник и тут такая круглая какая-то вещь.,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну то есть да, это какая-то природа и… /// Но царапины не понимаю почему. /// Какие-то такие.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну то есть из-за того что царапины тут еще есть такие вот так вот налеплены какие-то штучки. /// Ну был контур кисточками, вот так вот еще что-то делали. /// Не знаю что.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну то есть она нескучная и в ней реально можно что-то разглядеть, что угодно. /// Ну то есть, если еще присмотреться на гору, то там какая-то… /// Сначала подумала, что волна.",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Ну то есть ты смотришь и ищешь просто какие-то ассоциации, развиваешь как-то свое представление. /// Что-то такое. /// Мне нравится такое.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну то есть, если еще присмотреться на гору, то там какая-то… /// Сначала подумала, что волна. /// Теперь не знаю, что это.",1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,,,,,
Кандинский,Кречка,Средний,"Ну что это? /// Какие-то? /// Вот это я не понимаю, что, если это гора.",1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Кречка,Средний,Ну я не знаю почему. /// Потому что тишина. /// Особенно такая.,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Ну я не понимаю. /// Для меня просто, если это гора, то по вот этим вот 2-3 треугольника, а один из них. /// Ну два.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Ну я почему-то, когда-то отворачивала, вот здесь увидела кузнечика. /// Ну сейчас ты повернула и его нет. /// Эллюминатор.",1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Они поднимаются в эту гору. /// Вот вот у них вот эти вот ножки, если такую ассоциацию делать. /// Тут еще есть круглая какая-то штука, солнце какое-то.",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,,,,,
Кандинский,Кречка,Средний,"Особенно такая. /// Спокойствие сейчас. /// Нравится, Ну мне всегда и нравилось типа такое искусство.",3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,Потому что тишина. /// Особенно такая. /// Спокойствие сейчас.,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,Потому что… /// Ну я не знаю почему. /// Потому что тишина.,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Сначала подумала, что волна. /// Теперь не знаю, что это. /// Это вряд ли гора.",1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Сначало как-то рассматриваешь детали, а сейчас, когда я подумала, что это природа, — спокойствие. /// Мне всегда спокойно от природы. /// Потому что…",2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Спокойствие сейчас. /// Нравится, Ну мне всегда и нравилось типа такое искусство. /// Я не помню как оно называется, я плохо в таком разбираюсь.",2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,,,,,
Кандинский,Кречка,Средний,"Теперь не знаю, что это. /// Это вряд ли гора. /// Ну то есть ты смотришь и ищешь просто какие-то ассоциации, развиваешь как-то свое представление.",1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Кречка,Средний,"Тут еще есть круглая какая-то штука, солнце какое-то. /// Если убрать вот все эти оттенки светлые, в принципе можно сказать, что это обычный какой-то детский рисунок. /// Да тут поднимается еще и круглое солнце.",2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"У меня всегда хорошие эмоции, мне нравятся такие картины. /// Ну я почему-то, когда-то отворачивала, вот здесь увидела кузнечика. /// Ну сейчас ты повернула и его нет.",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,"Царапина. /// Может, молния какая-то. /// Ну то есть да, это какая-то природа и…",1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,Что-то такое. /// Мне нравится такое. /// Мне кажется это рисовали птичками.,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Кречка,Средний,Эллюминатор. /// Ну вот тут треугольник и тут такая круглая какая-то вещь. /// Глаза.,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Это вот гора, это небо оттенки типа может там был закат. /// Ну я не понимаю. /// Для меня просто, если это гора, то по вот этим вот 2-3 треугольника, а один из них.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,,,,,
Кандинский,Кречка,Средний,"Это вряд ли гора. /// Ну то есть ты смотришь и ищешь просто какие-то ассоциации, развиваешь как-то свое представление. /// Что-то такое.",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,,,,,
Кандинский,Кречка,Средний,"Я не знаю. /// Это вот гора, это небо оттенки типа может там был закат. /// Ну я не понимаю.",1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Кречка,Средний,"Я не помню как оно называется, я плохо в таком разбираюсь. /// Но вот когда много чего накалякали цветов. /// Ну то есть она нескучная и в ней реально можно что-то разглядеть, что угодно.",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,,,,,
Кандинский,Ксеша,Средний,"Вот картину по такому хочется рисовать. /// Когда ты там стоишь, там так красиво, и в душе у тебя так красиво, и очень приятно, и хочется передать это. /// Ну вот, наверное, какое-то такое, типа, приятное спокойствие, типа, радостное спокойствие.",4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,,,,,
Кандинский,Ксеша,Средний,"Вот такие поля, они, как бы, спокойствие какое-то дают. /// Вот я представляю, что я там. /// И…",2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"Вот я представляю, что я там. /// И… /// Ну, хочется там побегать.",3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"Вот. /// Ну, да. /// Такое.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"Вот. /// Ну, прям… /// Такая немножко…",1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,
Кандинский,Ксеша,Средний,"Где-нибудь там лавандовые поля за углом… /// Я забыла как это называется. /// Ну, условно говоря, American Dream только европейская, вот.",2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,,,,,
Кандинский,Ксеша,Средний,"Еще немножко такой вайб какого-то разноцветного аниме. /// Тоже что-то доброе. /// Поэтому, в совокупности, да..",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Ксеша,Средний,"Жизнь имеет смысл. /// Мне лошадь эта нравится. /// Я надеюсь, что это лошадь.",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"И там бы играла в какой-нибудь такой… /// Не знаю. /// Приятная, какая-то такая.",2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,,,,,
Кандинский,Ксеша,Средний,"И… /// Вот такие поля, они, как бы, спокойствие какое-то дают. /// Вот я представляю, что я там.",2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"И… /// Ну, хочется там побегать. /// Красиво вообще.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Ксеша,Средний,"Как будто вообще не вписывается туда. /// Потому что она сильно больше, чем, вероятно, дома, которые стоят поближе. /// Вот.",1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,Какая-нибудь пинушная. /// Но лошадь такая. /// Только туда глаза идут смотреть.,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"Какая-то такая, типа, электронная музыка спокойненькая.. /// Ты просыпаешься утром, видишь вот это. /// Жизнь имеет смысл.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,,,,,
Кандинский,Ксеша,Средний,"Когда ты там стоишь, там так красиво, и в душе у тебя так красиво, и очень приятно, и хочется передать это. /// Ну вот, наверное, какое-то такое, типа, приятное спокойствие, типа, радостное спокойствие. /// Потому что такие нежные цвета, они вот этой радости добавляют.",5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Ксеша,Средний,Комичный эффект. /// Лошадка комичная. /// Какая-нибудь пинушная.,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,,,,,
Кандинский,Ксеша,Средний,Красиво вообще. /// Наверное. /// Еще немножко такой вайб какого-то разноцветного аниме.,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,Лошадка комичная. /// Какая-нибудь пинушная. /// Но лошадь такая.,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Ксеша,Средний,Лошадка. /// Она прям очень такая… /// Смешная.,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"Мне лошадь эта нравится. /// Я надеюсь, что это лошадь. /// Ну и какая разница, на самом деле, что это за лошадь.",3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,,,,,
Кандинский,Ксеша,Средний,Наверное. /// Еще немножко такой вайб какого-то разноцветного аниме. /// Тоже что-то доброе.,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"Не знаю. /// Приятная, какая-то такая. /// Какая-то такая, типа, электронная музыка спокойненькая..",2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Ксеша,Средний,Но лошадь такая. /// Только туда глаза идут смотреть. /// Да.,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Ксеша,Средний,"Ну вот, вот так вот. /// Лошадка. /// Она прям очень такая…",2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Ксеша,Средний,"Ну вот, наверное, какое-то такое, типа, приятное спокойствие, типа, радостное спокойствие. /// Потому что такие нежные цвета, они вот этой радости добавляют. /// Плюс, в целом, как будто, когда ты смотришь на природу, это больше ассоциируется со спокойствием.",4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,,
Кандинский,Ксеша,Средний,"Ну да. /// Вот картину по такому хочется рисовать. /// Когда ты там стоишь, там так красиво, и в душе у тебя так красиво, и очень приятно, и хочется передать это.",4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"Ну и какая разница, на самом деле, что это за лошадь. /// Ну вот, вот так вот. /// Лошадка.",1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,
Кандинский,Ксеша,Средний,"Ну это как будто какая-нибудь там, я не знаю, Франция, не Франция и там такие вот пейзажи красивые. /// Где-нибудь там лавандовые поля за углом… /// Я забыла как это называется.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"Ну это поля, лошадочка там, домики, такой пейзажик абстракционистский. /// Очень радужное всё, очень приятное, пастельное. /// Ну, доброе, доброе.",4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,,,,,
Кандинский,Ксеша,Средний,"Ну, да. /// Такое. /// Я бы на заставку музыкального альбома какого-нибудь его поставила.",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,,,,,
Кандинский,Ксеша,Средний,"Ну, доброе, доброе. /// Ну это как будто какая-нибудь там, я не знаю, Франция, не Франция и там такие вот пейзажи красивые. /// Где-нибудь там лавандовые поля за углом…",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Ксеша,Средний,"Ну, если она не какая-то супер, там, устрашающая или гнетущая. /// И… /// Вот такие поля, они, как бы, спокойствие какое-то дают.",2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,
Кандинский,Ксеша,Средний,"Ну, прям… /// Такая немножко… /// Комичный эффект.",3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,,,,
